Branch_code,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
TPI,PERODUA,1,108,0.0434,5,43000
SS2,VOLKSWAGEN,1,84,0.0391,7,100000
TPI,PERODUA,1,108,0.0461,10,50200
SRB,HYUNDAI,1,108,0.0389,9,107000
BKI,PERODUA,1,108,0.049,5,40500
KLA,PROTON,1,108,0.0465,5,31400
RUB,PERODUA,1,60,0.0432,5,30000
TPI,TOYOTA,1,108,0.0403,7,73600
KMA,TOYOTA,1,108,0.0399,8,130000
TSK,PERODUA,1,108,0.047,6,43200
KEP,NISSAN,1,108,0.0394,8,112000
SRB,PERODUA,1,60,0.0478,5,25000
MEL,MITSUBISHI,1,84,0.0386,7,100000
KBH,TOYOTA,1,108,0.04,7,80700
SPT,PERODUA,1,108,0.046,4,45900
ASB,PERODUA,1,108,0.0476,5,45000
KTN,PROTON,1,108,0.0483,5,32000
SBN,PERODUA,1,84,0.0458,4,40000
PCP,PROTON,1,84,0.0455,7,35000
THO,MAZDA,1,84,0.0388,9,145000
BKI,PERODUA,1,84,0.0455,4,35000
NTB,PERODUA,1,36,0.0485,8,45000
JIP,HONDA,1,108,0.0404,5,68000
KTN,PROTON,0,108,0.048,5,49500
SAN,PROTON,1,108,0.0482,2,33000
TIN,TOYOTA,1,36,0.0444,6,30000
SBN,PERODUA,1,108,0.0472,5,32000
PCJ,SUBARU,1,60,0.0388,7,80000
PTN,TOYOTA,1,84,0.0396,7,83000
KKB,PERODUA,1,108,0.0468,4,35000
KEP,PERODUA,1,84,0.0485,6,34500
MUR,MAZDA,1,108,0.0395,7,139000
SRB,HONDA,1,108,0.0403,6,77800
KLU,HONDA,1,60,0.040999999999999995,5,30000
PCJ,HONDA,1,108,0.0405,5,62500
JKN,HONDA,1,108,0.0403,7,106000
BUL,PERODUA,1,84,0.0454,7,40500
PCJ,HONDA,0,108,0.04,5,158000
STX,PERODUA,1,60,0.0466,5,32000
MLK,HONDA,1,108,0.0387,7,133000
RHP,PERODUA,1,108,0.0486,5,40000
KRP,HONDA,1,108,0.0399,6,82000
BWT,HONDA,1,60,0.0392,9,50000
MUR,PERODUA,1,84,0.0415,6,72200
PCH,PERODUA,1,108,0.0433,5,71200
PCJ,SUBARU,1,84,0.0401,10,50000
PTN,PROTON,1,108,0.0398,10,101000
CPB,PROTON,0,60,0.0389,8,90000
SRB,HONDA,1,108,0.0414,5,79000
TAB,PROTON,1,60,0.0483,8,20000
BBM,SUBARU,0,108,0.0403,5,111000
PCJ,PERODUA,1,84,0.0453,10,34900
KLA,PERODUA,1,84,0.0413,7,70900
JKU,PERODUA,1,84,0.0465,8,31900
SS2,HONDA,1,108,0.04,6,115000
MBU,PROTON,0,84,0.045,7,101800
KTA,HONDA,1,108,0.04,7,119000
KLA,PERODUA,1,84,0.0417,6,55000
MJL,NISSAN,1,60,0.038,7,124500
TPI,TOYOTA,1,84,0.0402,7,74000
KLA,PERODUA,0,108,0.049,6,41700
SBW,PERODUA,1,108,0.0461,7,51800
SBN,GREAT WALL,1,108,0.0416,7,87000
MLK,PROTON,1,60,0.0403,5,50000
BTP,PERODUA,1,84,0.0472,5,36000
KEP,RENAULT,0,84,0.0397,9,80000
BTP,TOYOTA,1,108,0.039,5,89500
SBJ,PROTON,1,60,0.0394,7,75000
SS2,LEXUS,1,84,0.0377,9,220000
KK2,HONDA,1,108,0.0397,6,72000
MLR,PERODUA,1,84,0.0455,5,45000
BRP,PERODUA,1,36,0.0544,5,20000
BTU,PERODUA,1,108,0.0473,5,43000
TMD,PERODUA,1,60,0.0408,9,65000
PCJ,BMW,1,108,0.0386,9,210000
BTN,PERODUA,1,108,0.0463,4,46000
JKN,MITSUBISHI,1,108,0.0388,6,118000
BKI,HONDA,0,108,0.0405,7,116000
RHP,TOYOTA,1,108,0.0395,3,60000
KLA,MERCEDES BENZ,1,108,0.0395,9,285000
JLG,PERODUA,1,108,0.0471,5,42000
PCJ,PERODUA,1,108,0.0422,6,69600
SS2,HONDA,1,108,0.0391,5,79600
KLA,PROTON,1,84,0.047,6,34500
MUR,HONDA,1,108,0.0407,7,71900
PCJ,MERCEDES BENZ,1,108,0.038,9,250000
KMN,PERODUA,1,108,0.0471,6,58200
SS2,HONDA,1,108,0.0402,5,66400
SS2,TOYOTA,1,108,0.0405,5,81600
PTN,PROTON,1,108,0.0475,5,45000
BKI,HONDA,1,108,0.0403,5,77300
PCJ,NISSAN,1,108,0.0385,8,125900
PCH,VOLKSWAGEN,1,108,0.0338,6,148000
BTP,PERODUA,1,108,0.0495,5,32000
SHG,PERODUA,1,84,0.0462,4,47000
TIN,MAZDA,1,60,0.0393,4,80000
TPI,HONDA,1,84,0.0395,7,90000
TPI,PROTON,1,108,0.0478,5,38000
SS2,TOYOTA,0,84,0.0386,9,220000
BTU,PERODUA,1,108,0.0462,5,59900
JKN,FORD,1,108,0.0399,9,110000
STT,TOYOTA,1,60,0.0381,8,127000
SRB,PERODUA,1,108,0.0468,4,48000
BKI,PERODUA,1,108,0.0493,5,54600
KMA,TOYOTA,1,108,0.0406,5,74000
PAP,PERODUA,1,84,0.0459,5,38000
TPI,PROTON,1,60,0.0434,6,19500
KGR,PROTON,1,108,0.0399,6,90000
SRB,PERODUA,1,108,0.0467,5,50200
SEK,PROTON,1,60,0.039,6,69000
TMD,PROTON,0,108,0.05,10,34000
DUT,PERODUA,1,108,0.0475,5,31000
JLG,HONDA,1,84,0.039,8,90000
TPI,PERODUA,1,84,0.0454,4,46000
BTP,PROTON,1,108,0.0401,10,101500
JLG,TOYOTA,1,108,0.0403,5,50000
TSQ,TOYOTA,1,36,0.0401,9,80000
BTP,PERODUA,1,84,0.0463,3,30000
MLK,VOLKSWAGEN,0,84,0.0386,5,130000
BTG,PROTON,1,108,0.0514,5,33800
SAP,NISSAN,1,108,0.0406,5,59300
BKI,PROTON,1,108,0.049,6,39700
MUR,PERODUA,1,108,0.0488,5,33000
RHP,PERODUA,1,108,0.0467,6,37800
SRB,PERODUA,1,108,0.0484,5,38000
SRB,PERODUA,1,108,0.0398,7,70000
TPI,TOYOTA,1,108,0.0391,5,80600
BEN,PERODUA,1,108,0.0422,5,55000
BKI,PERODUA,1,108,0.0494,7,32700
PCJ,HONDA,1,108,0.0393,6,88500
KMN,HONDA,1,108,0.0398,5,73900
TPL,PERODUA,1,108,0.048,5,44700
TPI,PERODUA,1,72,0.0413,6,70000
KTA,HONDA,1,108,0.0406,5,62400
TPI,PERODUA,1,108,0.049,5,38800
MUR,PERODUA,1,60,0.045,5,47000
SBW,PROTON,0,36,0.0402,9,76000
BKI,PERODUA,1,108,0.0501,5,25800
TEQ,TOYOTA,1,60,0.0389,8,75000
SS2,NISSAN,1,72,0.0383,10,100000
JKU,PROTON,1,36,0.0521,7,20000
TPI,TOYOTA,1,84,0.0383,6,124000
KTA,HONDA,1,108,0.0408,5,66700
JLG,TOYOTA,1,84,0.0382,7,109500
PCJ,PERODUA,1,24,0.0573,9,20000
DPE,HONDA,1,108,0.0399,8,119000
BKI,PROTON,1,108,0.0494,6,32900
BTP,PROTON,0,84,0.0392,7,90500
KTA,NISSAN,1,108,0.04,5,65000
BKI,ISUZU,0,108,0.0406,5,104000
SJR,HONDA,0,108,0.0406,5,100000
STT,ISUZU,0,84,0.04,7,90000
KMA,SUBARU,1,84,0.0379,7,110000
BMC,PROTON,1,60,0.0393,5,70000
KUI,PERODUA,1,108,0.0467,6,38000
BKI,TOYOTA,1,108,0.0387,7,133200
INM,PERODUA,1,108,0.048,5,40500
BKI,PERODUA,1,84,0.0463,5,30000
RHP,FORD,0,108,0.0405,6,100000
PAP,PERODUA,1,84,0.0478,5,49700
STW,PERODUA,0,60,0.048,10,30000
BKI,HONDA,1,108,0.0392,7,76000
BTP,HONDA,1,84,0.039,9,117000
BBM,PERODUA,1,108,0.0461,8,43800
KMA,PERODUA,1,60,0.0468,6,35000
BKJ,PROTON,1,108,0.0477,10,41500
TMP,BMW,1,84,0.037000000000000005,9,310000
KTU,PROTON,1,108,0.0479,3,36900
S14,TOYOTA,1,108,0.0385,8,125400
KLA,PROTON,1,84,0.048,4,28000
BLK,PERODUA,1,60,0.0491,7,20000
SS2,TOYOTA,1,84,0.0395,8,61500
IPP,PROTON,1,84,0.0453,5,43300
KEP,PERODUA,1,60,0.046,5,30000
KIP,ISUZU,1,108,0.0389,6,107000
TPI,PROTON,1,84,0.0459,7,34500
MLK,PERODUA,1,36,0.06,8,15000
SRB,HONDA,1,84,0.0387,7,72000
TPI,NISSAN,1,108,0.0405,5,62000
MJL,PERODUA,1,60,0.0468,5,30000
TSR,PROTON,1,108,0.0462,8,60500
TIN,TOYOTA,1,36,0.045,6,25000
APR,PERODUA,1,108,0.05,4,37400
UEP,SUBARU,1,60,0.0388,9,80000
SDK,PERODUA,1,108,0.0485,4,32800
ABM,PERODUA,1,108,0.048,3,46600
PCJ,MITSUBISHI,0,108,0.0405,7,108000
SBW,HONDA,1,108,0.0404,3,122000
RHP,PERODUA,1,108,0.0485,5,42500
BKI,MITSUBISHI,1,108,0.0389,6,101300
KKB,PROTON,1,84,0.0465,5,28600
PKG,PROTON,0,108,0.0513,5,35000
APR,PERODUA,1,108,0.0499,4,38500
BKI,ISUZU,1,108,0.0407,5,117000
TPI,HONDA,1,36,0.04,6,80000
SEG,MITSUBISHI,0,108,0.0401,6,91100
PST,HONDA,1,60,0.0373,9,110000
BKI,ISUZU,1,108,0.0406,5,95000
MCA,PROTON,1,108,0.0483,4,31700
JKU,FORD,1,108,0.04,8,134500
TSR,HONDA,1,108,0.0394,7,64000
SS2,HONDA,1,108,0.0395,6,100000
BTP,PERODUA,1,48,0.0467,7,39000
BTP,TOYOTA,1,60,0.0395,8,50000
UEP,HONDA,1,72,0.039,5,90000
SAL,PERODUA,1,108,0.0458,5,52800
SGG,TOYOTA,1,108,0.0392,6,72000
BBM,TOYOTA,1,108,0.0407,8,56000
DGN,PERODUA,1,108,0.0481,5,43000
JLG,PERODUA,1,108,0.0488,5,33800
KMN,PERODUA,1,84,0.045,5,43000
TPI,HONDA,1,108,0.0404,6,100000
BTP,TOYOTA,1,48,0.0419,8,30000
DCM,TOYOTA,1,60,0.0392,5,50000
KEP,HONDA,1,108,0.0399,6,68700
KMA,TOYOTA,1,108,0.0396,9,122000
BBM,PERODUA,0,108,0.0505,4,21000
DGN,PERODUA,0,108,0.0495,4,34300
BBD,PROTON,1,84,0.0485,4,36000
KRP,HONDA,1,60,0.0386,9,92600
BTP,LEXUS,1,60,0.0371,10,370000
TPI,PERODUA,1,108,0.0475,5,30800
KTA,PROTON,1,108,0.0475,4,44800
PCJ,NISSAN,1,72,0.0391,6,103000
KTJ,MAZDA,0,108,0.0606,5,90000
KMA,PERODUA,1,108,0.0461,5,39000
KMA,PERODUA,1,108,0.0503,4,33000
KMN,HONDA,1,108,0.0404,5,70800
PCJ,TOYOTA,1,84,0.0394,9,80000
TPI,PROTON,1,84,0.039,8,108000
PRI,HONDA,1,108,0.0398,6,75000
TPI,NISSAN,0,108,0.0409,5,60500
SS2,PERODUA,1,108,0.0457,5,45900
TPL,PERODUA,1,108,0.0495,5,33700
TMD,PERODUA,1,60,0.046,10,30000
BHU,PERODUA,1,108,0.0481,5,51000
PCJ,PROTON,1,60,0.0449,10,40000
BKI,HONDA,1,108,0.0406,7,81600
SRB,HONDA,1,84,0.0389,10,60000
SEG,PROTON,1,108,0.0481,5,34800
SKM,PROTON,1,84,0.046,6,36000
SS2,MERCEDES BENZ,1,60,0.038,8,220000
JKN,INOKOM,0,108,0.0503,4,30000
TPI,PERODUA,1,60,0.0445,9,45800
RUB,PERODUA,1,108,0.05,4,35000
IIS,MAZDA,1,84,0.0389,6,130000
TSG,VOLVO,1,60,0.0387,9,100000
TAB,KIA,0,108,0.0404,7,135000
BTP,MAZDA,1,108,0.0392,7,140000
SMB,TOYOTA,1,84,0.0387,3,73000
JLG,HONDA,1,108,0.0401,7,59600
TPI,HONDA,1,108,0.0388,6,118500
PCJ,PROTON,1,84,0.0455,7,39200
KMA,MAZDA,1,108,0.0393,7,123000
SRB,PERODUA,1,108,0.0462,6,46600
KTJ,PROTON,1,108,0.0403,6,99700
MLK,PERODUA,1,84,0.0467,7,25000
IPP,HONDA,1,60,0.0399,7,40000
MAS,HONDA,1,108,0.0405,5,80000
MLK,MITSUBISHI,1,108,0.0396,6,105000
BKI,PERODUA,1,108,0.049,4,41000
TPI,VOLKSWAGEN,1,108,0.0397,7,76800
TPI,MAZDA,0,108,0.0406,6,132500
SEK,PERODUA,1,108,0.0485,5,50000
KTA,NISSAN,1,108,0.0405,6,66200
KPR,HONDA,1,108,0.0393,5,65000
SAL,TOYOTA,1,84,0.0394,5,78000
BDR,PROTON,1,60,0.0391,9,80000
BKI,TOYOTA,1,84,0.0388,7,82200
SRB,HONDA,1,108,0.039,8,85500
TIN,TOYOTA,1,84,0.04,8,55000
SRE,TOYOTA,1,60,0.0403,6,50000
KMA,PEUGEOT,1,84,0.0378,9,140000
SS2,HONDA,1,48,0.0409,10,50000
PNT,TOYOTA,1,108,0.0391,6,70000
TPI,TOYOTA,1,108,0.0408,5,65000
KMN,PERODUA,1,60,0.047,9,33600
KMA,HONDA,1,84,0.0381,9,140000
RHP,MAZDA,1,108,0.0387,6,139700
RWG,PROTON,1,60,0.045,10,47100
SRB,PERODUA,1,108,0.0461,5,37900
KMA,PERODUA,1,108,0.048,6,46700
GPH,PERODUA,1,108,0.0488,4,39200
S14,PERODUA,1,84,0.0492,5,20000
TIN,HONDA,1,108,0.04,6,114000
ASB,MAZDA,1,60,0.039,5,72000
TGM,PERODUA,1,108,0.049,5,32000
IIS,PERODUA,1,108,0.0473,4,32500
TSG,PERODUA,1,84,0.0452,5,44700
TPI,HONDA,1,84,0.0397,8,63000
PCJ,MERCEDES BENZ,1,108,0.0385,9,226000
KMA,MAZDA,1,108,0.0405,9,117000
TPA,PERODUA,1,108,0.0463,7,40000
KLA,TOYOTA,1,108,0.0396,6,68500
TPI,HONDA,1,84,0.0396,9,68000
TMD,PERODUA,1,108,0.049,5,50200
TPI,PERODUA,1,84,0.0415,8,60000
KLG,PERODUA,1,108,0.0493,5,52800
KLA,HONDA,1,60,0.0381,9,139500
KOT,PERODUA,1,108,0.0415,5,59000
MUR,PERODUA,1,60,0.0454,9,35000
TPI,TOYOTA,1,108,0.0419,6,75000
RHP,PERODUA,1,36,0.0502,5,20000
BKI,PERODUA,1,108,0.0492,4,35400
KMA,HONDA,1,108,0.0386,6,155000
BDR,PERODUA,1,108,0.0495,4,34900
KMA,TOYOTA,1,84,0.0396,8,78800
MUR,FORD,1,84,0.0381,6,120000
TPI,HONDA,0,84,0.0406,5,68000
SS2,HONDA,1,108,0.0403,5,77000
ATW,PROTON,1,108,0.0461,7,38000
SRB,PROTON,1,108,0.0491,7,37000
TPI,HONDA,1,108,0.0403,6,74000
JKN,PROTON,1,60,0.046,10,30000
MLK,PERODUA,0,108,0.0478,5,50000
PCJ,TOYOTA,1,84,0.0392,7,73000
SPI,PERODUA,1,108,0.0461,5,47000
KMN,PROTON,1,84,0.0455,6,43400
KPL,PROTON,1,108,0.05,5,27000
JKU,PERODUA,1,84,0.0465,6,44000
BTP,PROTON,1,108,0.0473,5,47900
GRN,TOYOTA,1,108,0.0403,5,79000
MSG,MAZDA,0,108,0.0403,8,100000
PCJ,HONDA,1,108,0.0404,6,71800
TPI,HONDA,1,108,0.0405,5,65000
RHP,ISUZU,0,108,0.040999999999999995,6,76000
CAM,TOYOTA,1,60,0.0393,9,68000
KSG,PERODUA,1,84,0.0478,5,34200
TPI,PERODUA,1,108,0.0483,4,38000
KLA,TOYOTA,1,60,0.04,5,50000
MUR,PERODUA,1,60,0.0451,6,37000
PRA,PERODUA,1,84,0.0464,9,27500
JBU,PERODUA,1,36,0.05,7,25000
BKI,NISSAN,1,108,0.0387,6,125500
TPI,PERODUA,1,108,0.0463,6,44800
KMA,HONDA,1,108,0.040999999999999995,6,67300
RJP,MAZDA,1,108,0.0405,5,100000
AMS,HONDA,1,108,0.0406,9,75000
SJR,TOYOTA,1,108,0.0402,9,78000
BTP,MERCEDES BENZ,1,60,0.0384,7,100000
IIS,TOYOTA,1,36,0.0427,10,40000
JLG,HONDA,1,108,0.0394,7,116000
AMS,SUBARU,1,108,0.0388,6,113000
RHP,PERODUA,1,108,0.0505,3,28000
BBM,PROTON,1,108,0.0481,5,34500
MUR,PERODUA,1,108,0.0468,5,48000
TDI,FORD,1,36,0.039,9,120000
KRP,PROTON,1,108,0.0467,9,49100
KLA,PERODUA,1,84,0.0458,6,44400
SMY,HONDA,1,108,0.0399,7,120000
TIN,MAZDA,0,108,0.0405,7,120000
BBM,MAZDA,1,108,0.04,8,114500
BBM,MERCEDES BENZ,0,60,0.0384,7,180000
SBW,TOYOTA,1,108,0.0391,7,91500
BBM,PROTON,0,108,0.0491,4,36000
KLA,PROTON,1,84,0.0481,6,20000
NBJ,PROTON,1,60,0.0389,8,70000
SBW,PERODUA,1,60,0.0459,10,30700
BTP,HONDA,1,84,0.0389,5,77000
TDI,FORD,1,36,0.039,9,120000
KRP,PERODUA,0,108,0.0494,4,31500
MUR,PERODUA,1,36,0.052000000000000005,5,24300
TSK,PERODUA,1,108,0.0501,4,30000
KSG,NISSAN,1,108,0.0399,8,113400
PCJ,HONDA,1,60,0.0389,8,90000
PCJ,MAZDA,0,84,0.0391,6,136000
BKI,PROTON,1,72,0.0406,9,80000
LIN,HONDA,1,108,0.0399,5,124300
BBB,TOYOTA,1,84,0.0389,5,62700
BHU,PROTON,0,108,0.0508,5,30500
BKI,PROTON,1,108,0.0494,4,32800
IPP,PERODUA,1,36,0.0453,7,50000
BMC,PROTON,1,60,0.039,10,80000
BBM,TOYOTA,1,84,0.039,7,58000
DGN,PERODUA,1,108,0.0468,10,32100
BLK,HONDA,1,60,0.04,1,70000
TPI,PROTON,1,84,0.0455,10,40000
TPI,PROTON,1,60,0.0443,5,49000
MLK,PROTON,1,108,0.0479,5,33000
TPI,HONDA,1,60,0.0403,6,50000
SRB,PROTON,1,108,0.05,5,34300
SS2,TOYOTA,1,60,0.0395,6,50000
BEN,FORD,1,108,0.04,8,110000
SEN,PROTON,1,84,0.0457,10,36000
DSC,MAZDA,1,60,0.0374,9,130000
BTP,HONDA,1,108,0.0399,7,117000
TPI,PROTON,1,108,0.0475,5,45000
SRB,TOYOTA,1,84,0.0394,5,79500
JKN,PERODUA,1,60,0.042,9,40000
TPI,TOYOTA,1,84,0.039,9,122500
KPR,PROTON,1,84,0.049,5,27000
BKI,PERODUA,1,108,0.0489,5,40700
BKI,PROTON,1,108,0.048,3,35900
SLG,PROTON,0,108,0.04,9,83500
TPI,HONDA,1,108,0.0402,7,128000
RHP,HONDA,1,84,0.0392,7,71700
MLK,HONDA,1,108,0.0401,6,68500
KLA,PERODUA,1,108,0.0424,7,72400
TPI,MINI,0,84,0.0386,9,217000
TPI,PERODUA,1,108,0.0494,5,50400
BBM,PERODUA,1,60,0.0439,6,50100
KMA,HONDA,1,108,0.0399,9,125000
KEP,PROTON,1,84,0.0393,7,70000
PCJ,HONDA,1,108,0.0392,6,95000
SEG,TOYOTA,1,60,0.0379,8,100000
BTP,TOYOTA,1,108,0.0402,5,55000
SRB,PERODUA,1,108,0.047,3,42300
JLG,HONDA,1,108,0.040999999999999995,5,71000
BBD,PROTON,1,48,0.0397,7,70000
TPI,PERODUA,1,108,0.047,7,37300
TMD,PERODUA,1,108,0.0486,5,32000
BTP,PERODUA,1,108,0.0418,6,72000
BKI,TOYOTA,1,48,0.0386,5,100000
TAI,PERODUA,1,108,0.0423,7,50300
SEK,PERODUA,1,108,0.049,5,38900
NBJ,PROTON,1,84,0.047,5,28000
SS2,HONDA,1,108,0.0394,5,80000
SS2,HONDA,1,108,0.040999999999999995,5,69000
KMA,VOLKSWAGEN,0,60,0.0261,10,65000
TPI,PERODUA,1,108,0.0474,7,32000
KLA,PERODUA,1,84,0.0467,10,38900
KRP,PERODUA,1,108,0.0492,4,35400
MUR,PERODUA,1,108,0.0458,5,51500
MUR,PROTON,1,84,0.046,3,33300
KMN,PERODUA,1,108,0.042,6,65000
PCJ,HONDA,1,84,0.0395,9,75000
SDU,PERODUA,1,108,0.0481,4,38400
SRB,TOYOTA,1,108,0.0403,7,74000
SS2,PROTON,1,60,0.0386,9,85000
KRP,MITSUBISHI,0,108,0.0406,4,80000
KBH,PERODUA,0,108,0.049,5,43000
SBJ,MAZDA,1,84,0.04,9,55000
BKI,PROTON,1,108,0.0482,4,31100
TPI,TOYOTA,0,108,0.0404,7,122000
MLK,PROTON,0,108,0.048,5,50700
OUG,TOYOTA,1,60,0.0383,7,90000
SGG,PERODUA,1,108,0.0492,6,31900
TWU,NISSAN,0,108,0.04,8,115000
SAN,TOYOTA,1,60,0.0394,9,59000
TPI,PERODUA,1,108,0.0481,7,44500
MAS,FORD,1,108,0.0394,7,115800
CHG,PROTON,1,84,0.0452,6,44400
MTJ,HYUNDAI,1,36,0.0386,9,120000
SGG,PERODUA,1,108,0.049,3,33600
BBM,PERODUA,1,60,0.048,10,20000
TSK,PERODUA,1,108,0.0505,4,27700
KUI,NISSAN,1,108,0.0396,6,131700
KMA,HONDA,1,84,0.0388,7,70000
PCJ,HONDA,1,108,0.0396,7,85000
SLG,PERODUA,1,36,0.0495,9,30000
SBW,TOYOTA,1,108,0.0399,8,136000
DGN,PERODUA,1,60,0.04,10,60000
PCJ,HONDA,1,60,0.04,10,58000
LHD,PERODUA,1,84,0.0439,9,50000
BTP,MAZDA,1,60,0.0384,7,100000
STM,HONDA,1,84,0.0397,8,65000
TPI,FORD,1,108,0.0387,7,134000
TPI,NISSAN,0,84,0.0394,7,96000
SBN,NISSAN,0,108,0.0415,4,49000
PNG,HONDA,1,84,0.0395,7,63000
TMD,PERODUA,1,84,0.0445,7,50000
TPI,PERODUA,1,108,0.0463,5,34700
LKT,BMW,1,108,0.0396,9,246000
LBN,PERODUA,1,108,0.047,5,35600
TPI,MAZDA,1,84,0.039,7,117900
KRP,PERODUA,1,108,0.0494,10,33500
BTP,HONDA,1,108,0.042,5,70000
KLA,TOYOTA,1,108,0.0406,7,60000
BPP,HONDA,1,36,0.0447,6,30000
MUR,PERODUA,1,72,0.0484,5,21700
BKI,TOYOTA,1,108,0.0386,9,160300
PCJ,MAZDA,1,60,0.0385,6,120000
RUB,PERODUA,1,108,0.0498,5,38000
JKL,BMW,0,108,0.04,9,192400
KC1,PERODUA,1,84,0.0501,3,23000
KEP,PERODUA,1,84,0.0455,5,49800
RUB,PERODUA,1,84,0.045,10,50000
UEP,HONDA,1,108,0.0399,10,125000
TPI,PERODUA,1,84,0.045,5,45400
PCJ,HONDA,1,108,0.0403,6,77000
BBM,HONDA,1,108,0.0405,5,81100
SS2,TOYOTA,1,108,0.0404,5,69000
SS2,PERODUA,1,108,0.0494,6,50000
TDD,MAZDA,1,84,0.039,8,120000
MLK,PERODUA,1,108,0.0487,5,34000
UKP,PROTON,1,60,0.046,7,30000
APR,PERODUA,1,36,0.0478,6,50200
SGP,PROTON,1,108,0.046,5,39400
TPI,PERODUA,1,60,0.0457,8,40000
MLK,PROTON,0,108,0.049,5,32300
TPI,PERODUA,1,108,0.0414,6,72400
STT,PERODUA,1,60,0.0457,8,31700
MYY,HONDA,1,84,0.0394,6,80000
TPI,NISSAN,1,108,0.0408,5,65000
TPI,PROTON,1,60,0.0394,9,70000
SPE,PERODUA,1,84,0.0482,6,45800
KLU,MAZDA,1,84,0.0393,5,110000
TPI,PERODUA,1,108,0.0479,10,50000
UEP,BMW,0,84,0.0382,9,300000
KRP,PERODUA,1,108,0.0494,5,33500
BTU,PERODUA,1,108,0.0519,3,28000
ASR,PERODUA,1,108,0.048,3,34800
BKJ,PERODUA,1,108,0.0462,7,36000
TPA,PERODUA,1,108,0.0464,5,50200
BTP,PROTON,1,84,0.0391,9,103000
KSG,HONDA,1,108,0.0395,5,80900
PCJ,HONDA,1,108,0.0396,6,68000
TPI,HONDA,1,108,0.040999999999999995,6,70000
KTA,HONDA,1,108,0.0396,5,66000
PJA,MAZDA,1,108,0.0387,7,143600
KKB,PROTON,1,108,0.0493,4,30200
ASR,PERODUA,1,84,0.047,10,30000
KRP,ISUZU,1,108,0.0402,6,129200
JKU,NISSAN,1,108,0.0398,9,142000
SBW,TOYOTA,1,108,0.0398,7,90600
BKI,PROTON,1,108,0.0492,5,35200
TPI,PERODUA,1,108,0.0414,6,73500
BKI,HONDA,1,108,0.0408,10,82000
PKG,PROTON,1,108,0.0481,5,34500
PCH,PERODUA,1,108,0.0507,5,44400
BKI,PERODUA,1,84,0.0465,6,53800
KMA,TOYOTA,1,60,0.0385,5,70000
SGG,PERODUA,1,108,0.0503,3,22600
MCA,PROTON,1,108,0.0479,5,36900
SRB,PROTON,1,108,0.048,5,36000
PCJ,NISSAN,1,108,0.04,7,103000
KOT,VOLKSWAGEN,1,60,0.0395,9,73000
IIS,PERODUA,1,108,0.0495,5,30900
KLA,HONDA,1,108,0.0406,5,74000
TSQ,PROTON,1,36,0.0399,9,88000
TPI,PROTON,1,60,0.0393,6,80000
KBA,HONDA,1,60,0.0383,6,80000
KEP,PERODUA,1,84,0.0463,5,45800
RHP,PERODUA,1,108,0.0478,5,52100
SBW,PERODUA,1,108,0.0488,5,36800
KLA,PERODUA,1,108,0.0459,5,47500
BTP,HONDA,1,48,0.0407,5,48000
TPI,PERODUA,1,108,0.0483,7,20200
DSH,PROTON,1,84,0.0463,5,30000
SS2,HONDA,1,84,0.0389,9,92000
SEG,PROTON,1,108,0.0481,3,34600
SRB,PROTON,1,60,0.0385,9,89000
RHP,HONDA,1,60,0.0405,7,34000
TPI,PERODUA,1,108,0.042,5,66300
MSG,HONDA,1,84,0.0394,7,80000
BKI,ISUZU,1,108,0.0407,6,106000
MUR,PROTON,1,108,0.0484,7,30000
TPI,PERODUA,1,84,0.0413,9,70000
SAL,PERODUA,1,108,0.0466,6,38900
SRB,PROTON,1,108,0.0401,9,91700
PCJ,HONDA,1,36,0.0413,9,50000
JBU,PROTON,1,108,0.0401,7,100000
ASB,PROTON,1,108,0.0478,5,39200
TJJ,PERODUA,1,84,0.0459,5,42000
ASB,PERODUA,1,60,0.0457,5,40000
SRB,PERODUA,1,108,0.0484,5,38800
RHP,PROTON,1,108,0.0492,5,36000
PCJ,VOLVO,1,60,0.037000000000000005,9,320000
BMC,PERODUA,1,108,0.046,5,46800
PCJ,PERODUA,0,36,0.0535,10,20000
PCJ,PERODUA,1,108,0.0486,5,31900
KEP,MAZDA,1,84,0.0395,7,88700
PCJ,HONDA,1,108,0.0398,5,74000
MTJ,NISSAN,1,108,0.0416,4,66000
BKI,PERODUA,1,108,0.049,6,39700
SS2,PROTON,1,60,0.0449,8,40000
KC1,PROTON,1,108,0.0491,5,38000
MTB,PERODUA,1,84,0.0461,5,44500
IIS,PERODUA,1,108,0.049,5,50000
BKI,ISUZU,1,108,0.04,6,110000
BTU,PERODUA,1,108,0.0461,5,50000
MUR,PERODUA,1,84,0.0452,3,38400
MJL,NISSAN,1,108,0.0387,8,143000
TSS,NISSAN,0,84,0.0396,5,80000
PCJ,MITSUBISHI,0,60,0.0397,6,77000
KLM,TOYOTA,1,60,0.0409,9,38000
KMA,PROTON,1,84,0.039,7,110000
BTG,PROTON,0,84,0.0394,5,80000
BMC,PROTON,1,60,0.0393,5,70000
SEK,PERODUA,1,84,0.0487,5,35300
KPL,TOYOTA,1,36,0.0412,7,55000
JKU,PROTON,0,36,0.0418,9,80000
DSH,HONDA,1,36,0.0401,7,60000
KMN,TOYOTA,1,108,0.0388,8,118000
KMA,TOYOTA,1,84,0.0395,8,75000
